rebalance_date,macro_source_date,configuration,evidence_id,prompt_mode,guard_enabled,p_memorized,parse_ok,steered,conviction,cpi_yoy_z,t10y2y_z,hy_oas_z,macro_state_norm,loading_inflation,loading_growth,loading_credit_stress,loading_policy,loading_risk_appetite,raw_view_tilt,applied_view_tilt,expected_attenuation,observed_attenuation,relation_error,allocation_status,bl_fallback_reason,target_effective_date,target_reconstruction_error,raw_tilt_SWDA_L,raw_tilt_XLK,raw_tilt_IAU,raw_tilt_BIL,applied_tilt_SWDA_L,applied_tilt_XLK,applied_tilt_IAU,applied_tilt_BIL,bl_q_SWDA_L,bl_q_XLK,bl_q_IAU,bl_q_BIL,hrp_base_weight_SWDA_L,hrp_base_weight_XLK,hrp_base_weight_IAU,hrp_base_weight_BIL,bl_weight_SWDA_L,bl_weight_XLK,bl_weight_IAU,bl_weight_BIL,target_weight_SWDA_L,target_weight_XLK,target_weight_IAU,target_weight_BIL,target_delta_SWDA_L,target_delta_XLK,target_delta_IAU,target_delta_BIL
2019-05-01,2019-04-30,factor_pit_unguarded_diagnostic_ext2026,de2c11aa82b53fef9b35ed5b91a95c5a62044199a39cdb07b993f7691e73e1b9,pit,False,0.03837118,True,True,0.54954527,0.54134103,-1.40160296,-0.74660398,1.67778380,0.50000000,-0.40000000,-0.60000000,-0.70000000,-0.50000000,1.04000000,1.04000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2019-05-01,0.00000000,-0.16000000,-0.33000000,0.32000000,-0.23000000,-0.16000000,-0.33000000,0.32000000,-0.23000000,-0.00034892,-0.00071964,0.00069784,-0.00050157,0.21199891,0.12964318,0.40835791,0.25000000,0.00000000,0.00000000,1.00000000,0.00000000,0.14839924,0.09075022,0.58585054,0.17500000,-0.06359967,-0.03889295,0.17749263,-0.07500000
2019-06-03,2019-05-31,factor_pit_unguarded_diagnostic_ext2026,cb09f4e7208b6bd36d77a5b06e732d0cf4765a077feafc814cd355989865138f,pit,False,0.06919663,True,True,0.47749346,0.31657087,-1.46124673,-0.01352818,1.49520638,0.30000000,0.00000000,0.80000000,-0.50000000,-0.40000000,2.99000000,2.99000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2019-06-03,0.00000000,-0.82000000,-0.81000000,0.95000000,0.41000000,-0.82000000,-0.81000000,0.95000000,0.41000000,-0.00155375,-0.00153480,0.00180007,0.00077687,0.20788938,0.12640151,0.41570912,0.25000000,0.00000000,0.00000000,1.00000000,0.00000000,0.14552256,0.08848105,0.59099638,0.17500000,-0.06236681,-0.03792045,0.17528726,-0.07500000
2019-07-01,2019-06-30,factor_pit_unguarded_diagnostic_ext2026,8117ec939adfa2aaca3a4bb44944dedd6ac27504ce88d69d93c537ea8a521399,pit,False,0.01742180,True,True,0.50990195,0.18199305,-1.32110109,-0.47793871,1.41663509,0.20000000,-0.70000000,-0.40000000,-0.50000000,-0.60000000,2.03000000,2.03000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2019-07-01,0.00000000,-0.65000000,-0.77000000,0.41000000,0.20000000,-0.65000000,-0.77000000,0.41000000,0.20000000,-0.00131522,-0.00155803,0.00082960,0.00040468,0.20453584,0.12697706,0.41848710,0.25000000,0.00000000,0.00000000,1.00000000,0.00000000,0.14317509,0.08888394,0.59294097,0.17500000,-0.06136075,-0.03809312,0.17445387,-0.07500000
2019-08-01,2019-07-31,factor_pit_unguarded_diagnostic_ext2026,4ba1a639ecda4da084670f3e2c1b4cc30cb906b2f87f3a77dce6c48af726a61a,pit,False,0.51660448,True,True,0.42661458,0.36308874,-1.51990579,-0.59867516,1.67342732,0.30000000,-0.40000000,0.50000000,0.40000000,-0.50000000,5.13000000,5.13000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2019-08-01,0.00000000,-1.31000000,-1.53000000,1.04000000,1.25000000,-1.31000000,-1.53000000,1.04000000,1.25000000,-0.00221772,-0.00259016,0.00176063,0.00211614,0.20617057,0.12669796,0.41713146,0.25000000,0.00000000,0.00000000,0.99999999,0.00000001,0.14431940,0.08868858,0.59199202,0.17500000,-0.06185117,-0.03800939,0.17486056,-0.07500000
2019-09-02,2019-08-31,factor_pit_unguarded_diagnostic_ext2026,4e961dedfb6ee98185f9224947a415cd71cffcfe3c103719954f3011f3278cad,pit,False,0.02155456,True,True,0.52107581,0.26084925,-1.72179937,-0.42854264,1.79340018,0.26000000,-0.80000000,-0.20000000,-0.60000000,0.50000000,0.77400000,0.77400000,1.00000000,1.00000000,0.00000000,non_trading_rebalance_date,rebalance_date_not_in_price_calendar,2019-08-01,,-0.23800000,-0.11600000,0.07800000,-0.34200000,-0.23800000,-0.11600000,0.07800000,-0.34200000,-0.00049213,-0.00023986,0.00016129,-0.00070717,0.19930127,0.12278071,0.42791801,0.25000000,,,,,0.14431940,0.08868858,0.59199202,0.17500000,-0.05498187,-0.03409214,0.16407401,-0.07500000
2019-10-01,2019-09-30,factor_pit_unguarded_diagnostic_ext2026,936ff7741350bb887cba24f40b3641670fd79e5ea7ac7f0b84494584e3cc38dd,pit,False,0.21133500,True,True,0.59665736,0.19986001,-1.58824128,-0.51862942,1.68268561,0.20000000,0.50000000,-0.60000000,-0.80000000,0.70000000,5.89000000,5.89000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2019-10-01,0.00000000,1.58000000,1.76000000,-0.89000000,-1.66000000,1.58000000,1.76000000,-0.89000000,-1.66000000,0.00374095,0.00416713,-0.00210724,-0.00393036,0.19960338,0.12295354,0.42744308,0.25000000,0.99999998,0.00000001,0.00000000,0.00000000,0.43972236,0.08606748,0.29921016,0.17500000,0.24011898,-0.03688606,-0.12823292,-0.07500000
2019-11-01,2019-10-31,factor_pit_unguarded_diagnostic_ext2026,0f6d91fd76f3ecd31c068adf2f7354f648cf97a608ec067f5c02a986496ddf8f,pit,False,0.07019225,True,True,0.57314920,0.25413906,-1.31977011,-0.40208469,1.40287273,0.25000000,-0.90000000,-0.40000000,0.50000000,-0.60000000,4.43000000,4.43000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2019-11-01,0.00000000,-1.16500000,-1.50000000,0.63000000,1.13500000,-1.16500000,-1.50000000,0.63000000,1.13500000,-0.00264968,-0.00341160,0.00143287,0.00258145,0.19128260,0.12033726,0.43838014,0.25000000,0.00000000,0.00000001,0.81878421,0.18121578,0.13389782,0.08423609,0.55250136,0.22936473,-0.05738478,-0.03610118,0.11412122,-0.02063527
2019-12-02,2019-11-30,factor_pit_unguarded_diagnostic_ext2026,061bfba3cf79a2710f4c7eb63d82a26fefd9e580b06519c6d6b7346357eb7843,pit,False,0.40950246,True,True,0.64807407,0.64689240,-1.28647506,-0.50544679,1.52609447,0.60000000,-0.50000000,0.80000000,0.70000000,-0.60000000,7.63000000,7.63000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2019-12-02,0.00000000,-1.89000000,-2.25000000,1.61000000,1.88000000,-1.89000000,-2.25000000,1.61000000,1.88000000,-0.00486056,-0.00578638,0.00414047,0.00483484,0.18984748,0.11956017,0.44059234,0.25000000,0.00000000,0.00000000,0.99999999,0.00000001,0.13289324,0.08369212,0.60841464,0.17500000,-0.05695424,-0.03586805,0.16782229,-0.07500000
2020-01-02,2019-12-31,factor_pit_unguarded_diagnostic_ext2026,ef57a2d96c4e1ba3419f7b5a4317a211b48725cc1b578f031f2c74c5133624cc,pit,False,0.44463788,True,True,0.77136243,0.87680668,-0.90533675,-0.84764132,1.51885496,0.88000000,-0.91000000,-0.85000000,-0.40000000,-0.70000000,3.18000000,3.18000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-01-02,0.00000000,-0.79400000,-1.20300000,0.78300000,0.40000000,-0.79400000,-1.20300000,0.78300000,0.40000000,-0.00243040,-0.00368234,0.00239673,0.00122438,0.18970716,0.11975724,0.44053559,0.25000000,0.00000000,0.00000000,0.99999999,0.00000001,0.13279501,0.08383007,0.60837491,0.17500000,-0.05691215,-0.03592717,0.16783932,-0.07500000
2020-02-03,2020-01-31,factor_pit_unguarded_diagnostic_ext2026,2188d8101e3f2fd8cd4bbf94046edf1891106e65dfb15adadedc50ed8fc29158,pit,False,0.09316215,True,True,0.61644140,1.17338188,-1.19802547,-0.45610526,1.73784984,0.80000000,-0.70000000,-0.40000000,0.60000000,-0.50000000,4.85000000,4.85000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-02-03,0.00000000,-1.10000000,-1.60000000,0.95000000,1.20000000,-1.10000000,-1.60000000,0.95000000,1.20000000,-0.00269082,-0.00391391,0.00232389,0.00293544,0.18765620,0.11860522,0.44373858,0.25000000,0.00000000,0.00000001,0.99999993,0.00000005,0.13135934,0.08302366,0.61061698,0.17500002,-0.05629686,-0.03558156,0.16687841,-0.07499998
2020-03-02,2020-02-29,factor_pit_unguarded_diagnostic_ext2026,cbdafc981b0ba23e66808d28352535758315c493d4a9fffa8e62265361e95c42,pit,False,0.00000542,True,True,0.74027022,0.84611810,-0.97829809,0.43219149,1.36373475,0.80000000,0.40000000,0.90000000,0.70000000,-0.80000000,6.11000000,6.11000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-03-02,0.00000000,-1.25000000,-1.70000000,1.58000000,1.58000000,-1.25000000,-1.70000000,1.58000000,1.58000000,-0.00367198,-0.00499389,0.00464138,0.00464138,0.18532372,0.11900408,0.44567220,0.25000000,0.00000000,0.00000000,1.00000000,0.00000000,0.12972660,0.08330286,0.61197054,0.17500000,-0.05559711,-0.03570122,0.16629834,-0.07500000
2020-04-01,2020-03-31,factor_pit_unguarded_diagnostic_ext2026,7fbab5049f660466080843c7e1936ce86fefff9afb8fca40d9aa8850e10a11ee,pit,False,0.05873939,True,True,0.53851648,-0.21747233,-0.53468045,3.25834982,3.30908158,-0.20000000,-0.40000000,0.80000000,-0.50000000,-0.60000000,3.69000000,3.69000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-04-01,0.00000000,-1.19000000,-1.07000000,0.81000000,0.62000000,-1.19000000,-1.07000000,0.81000000,0.62000000,-0.00254299,-0.00228656,0.00173095,0.00132492,0.17829986,0.10940325,0.46229690,0.25000000,0.00000000,0.00000000,0.99999999,0.00000001,0.12480990,0.07658227,0.62360782,0.17500000,-0.05348996,-0.03282097,0.16131093,-0.07500000
2020-05-01,2020-04-30,factor_pit_unguarded_diagnostic_ext2026,5ff102d36dfd7da3b8556d1726c747ca4bd51237da59ae28eb1e05180832cbdc,pit,False,0.05213506,True,True,0.66633325,-1.73809160,-0.57293306,2.22060803,2.87755360,-0.80000000,-0.40000000,0.90000000,-0.50000000,-0.60000000,2.77000000,2.77000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-05-01,0.00000000,-1.09000000,-0.78000000,0.40000000,0.50000000,-1.09000000,-0.78000000,0.40000000,0.50000000,-0.00288216,-0.00206246,0.00105767,0.00132209,0.17363078,0.10949978,0.46686944,0.25000000,0.00000030,0.00000040,0.00000099,0.99999831,0.12154164,0.07664996,0.32680891,0.47499949,-0.05208914,-0.03284981,-0.14006054,0.22499949
2020-06-01,2020-05-31,factor_pit_unguarded_diagnostic_ext2026,4581d94f64622b12a04d25fe04e742de2199b979b07b7cb8cbd89856216b44ab,pit,False,0.68579960,True,True,0.64807407,-1.90160882,-0.43883389,1.35373628,2.37514067,-0.80000000,-0.70000000,0.60000000,0.50000000,-0.60000000,4.53000000,4.53000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-06-01,0.00000000,-1.45000000,-1.37000000,0.41000000,1.30000000,-1.45000000,-1.37000000,0.41000000,1.30000000,-0.00372900,-0.00352326,0.00105441,0.00334324,0.17349211,0.10991181,0.46659608,0.25000000,0.00000011,0.00000235,0.00000021,0.99999734,0.12144451,0.07693897,0.32661732,0.47499920,-0.05204760,-0.03297284,-0.13997876,0.22499920
2020-07-01,2020-06-30,factor_pit_unguarded_diagnostic_ext2026,107a6cb55804c7b5292b0abfc2584dee953065f55644cce7079fa0daa12d4869,pit,False,0.39264581,True,True,0.71414284,-1.27027504,-0.38904973,1.24538757,1.82097462,-0.90000000,-0.70000000,0.80000000,0.60000000,-0.50000000,4.81000000,4.81000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-07-01,0.00000000,-1.55000000,-1.42000000,0.43000000,1.41000000,-1.55000000,-1.42000000,0.43000000,1.41000000,-0.00439255,-0.00402414,0.00121858,0.00399580,0.17281850,0.10903659,0.46814491,0.25000000,0.00000014,0.00000928,0.00000025,0.99999033,0.12097299,0.07632840,0.32770151,0.47499710,-0.05184551,-0.03270819,-0.14044340,0.22499710
2020-08-03,2020-07-31,factor_pit_unguarded_diagnostic_ext2026,3e73658c8b38b8042ef325148a7c4267dbebdf6cd15189a90933f3238aa914b2,pit,False,0.52038850,True,True,0.61644140,-0.94310441,-0.50285879,0.31234484,1.11349548,-0.80000000,-0.70000000,0.40000000,-0.50000000,-0.60000000,2.27000000,2.27000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-08-03,0.00000000,-0.99000000,-0.73000000,0.17000000,0.38000000,-0.99000000,-0.73000000,0.17000000,0.38000000,-0.00242173,-0.00178572,0.00041585,0.00092955,0.17268698,0.10911750,0.46819551,0.25000000,0.00000037,0.00000119,0.00000145,0.99999699,0.12088100,0.07638261,0.32773729,0.47499910,-0.05180598,-0.03273489,-0.14045822,0.22499910
2020-09-01,2020-08-31,factor_pit_unguarded_diagnostic_ext2026,318e76bbd6e557709804a99211e13dec415d5c9049ceade0c5a51bd4fd581202,pit,False,0.02525352,True,True,0.32496154,-0.60301568,-0.13551637,0.21904688,0.65572413,-0.60000000,-0.14000000,0.22000000,-0.10000000,-0.30000000,0.67600000,0.67600000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-09-01,0.00000000,-0.28600000,-0.12400000,-0.13000000,0.13600000,-0.28600000,-0.12400000,-0.13000000,0.13600000,-0.00036881,-0.00015990,-0.00016764,0.00017538,0.18272618,0.11547249,0.45180133,0.25000000,0.00000004,0.21885253,0.15764747,0.62349995,0.12790833,0.14648651,0.36355517,0.36204999,-0.05481784,0.03101401,-0.08824616,0.11204999
2020-10-01,2020-09-30,factor_pit_unguarded_diagnostic_ext2026,9d81c273345fadb1cdb3b3399b0f2aa1cd9aad950852aab5c8d64aa948dfeb5d,pit,False,0.47079164,True,True,0.39749214,-0.50656062,-0.15475020,0.52804694,0.74792035,-0.50000000,-0.30000000,0.50000000,-0.20000000,-0.40000000,1.96000000,1.96000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-10-01,0.00000000,-0.73000000,-0.57000000,0.25000000,0.41000000,-0.73000000,-0.57000000,0.25000000,0.41000000,-0.00115147,-0.00089909,0.00039434,0.00064671,0.18543961,0.11536994,0.44919045,0.25000000,0.00000000,0.05105196,0.37922886,0.56971918,0.12980773,0.09607455,0.42820197,0.34591575,-0.05563188,-0.01929539,-0.02098848,0.09591575
2020-11-02,2020-10-31,factor_pit_unguarded_diagnostic_ext2026,43aa6a6bb16d7a96b65185b1d7406df523ccc360b813f794883c4b158d82fbfe,pit,False,0.49792686,True,True,0.48579831,-0.80162130,0.34923096,0.47051338,0.99294603,-0.80000000,0.30000000,0.50000000,0.20000000,-0.40000000,0.64000000,0.64000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-11-02,0.00000000,-0.16000000,0.01000000,-0.19000000,0.28000000,-0.16000000,0.01000000,-0.19000000,0.28000000,-0.00030844,0.00001928,-0.00036628,0.00053978,0.18606109,0.11509066,0.44884825,0.25000000,0.00000002,0.37252872,0.00000012,0.62747115,0.13024277,0.19232207,0.31419381,0.36324134,-0.05581832,0.07723142,-0.13465444,0.11324134
2020-12-01,2020-11-30,factor_pit_unguarded_diagnostic_ext2026,e538eb3b97db7c44601035144fb36fe20d843d37889e0066f1d63656cd5cef7f,pit,False,0.61382488,True,True,0.48579831,-0.92959420,0.22140791,-0.24877642,0.98744951,-0.80000000,0.40000000,-0.20000000,0.30000000,0.50000000,4.10000000,4.10000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2020-12-01,0.00000000,1.01000000,1.27000000,-1.16000000,-0.66000000,1.01000000,1.27000000,-1.16000000,-0.66000000,0.00194705,0.00244827,-0.00223621,-0.00127233,0.19172184,0.11878394,0.43949422,0.25000000,1.00000000,0.00000000,0.00000000,0.00000000,0.43420529,0.08314876,0.30764595,0.17500000,0.24248345,-0.03563518,-0.13184827,-0.07500000
2021-01-04,2020-12-31,factor_pit_unguarded_diagnostic_ext2026,9ea830a24a123a318fadff37de0ac2087cb4dbed57f75fdd318421cf7256c63b,pit,False,0.01031310,True,True,0.60504545,-0.73784046,0.58135223,-0.58040367,1.10419535,-0.74000000,-0.58000000,0.58000000,-0.50000000,-0.60000000,2.53400000,2.53400000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-01-04,0.00000000,-1.03200000,-0.77200000,0.29600000,0.43400000,-1.03200000,-0.77200000,0.29600000,0.43400000,-0.00247781,-0.00185355,0.00071069,0.00104202,0.19197426,0.11895320,0.43907254,0.25000000,0.00000004,0.00000036,0.22609907,0.77390053,0.13438199,0.08326735,0.37518050,0.40717016,-0.05759227,-0.03568585,-0.06389204,0.15717016
2021-02-01,2021-01-31,factor_pit_unguarded_diagnostic_ext2026,8899da824981571095aa29fbd1c62b6bf67eb96a99146902e54666127f9442cd,pit,False,0.37683716,True,True,0.54954527,-0.65781323,1.16361158,-0.57427030,1.45481838,-0.60000000,-0.50000000,-0.50000000,0.70000000,-0.40000000,1.81000000,1.81000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-02-01,0.00000000,-0.37000000,-0.46000000,-0.36000000,0.62000000,-0.37000000,-0.46000000,-0.36000000,0.62000000,-0.00080687,-0.00100314,-0.00078506,0.00135206,0.19703310,0.12127345,0.43169346,0.25000000,0.00000006,0.00000010,0.00000018,0.99999966,0.13792319,0.08489144,0.30218547,0.47499990,-0.05910991,-0.03638201,-0.12950798,0.22499990
2021-03-01,2021-02-28,factor_pit_unguarded_diagnostic_ext2026,195c7f36d2fef4876c391d5c4c0d1fc12be08660a8a0cb3463ebef9ae278455f,pit,False,0.87337078,True,True,0.56035703,-0.20869573,1.94967055,-0.78277997,2.11128246,-0.20000000,0.40000000,-0.80000000,0.80000000,-0.30000000,1.81000000,1.81000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-03-01,0.00000000,0.68000000,0.44000000,-0.65000000,0.04000000,0.68000000,0.44000000,-0.65000000,0.04000000,0.00151207,0.00097840,-0.00144537,0.00008895,0.20060487,0.12236155,0.42703359,0.25000000,0.82779420,0.17220568,0.00000003,0.00000008,0.38876167,0.13731479,0.29892352,0.17500002,0.18815680,0.01495324,-0.12811007,-0.07499998
2021-04-01,2021-03-31,factor_pit_unguarded_diagnostic_ext2026,4eeb91d4cb06b5335c1f4b91048400cfa7eeaed17aee955342a7e3fe7d86eb9e,pit,False,0.03272645,True,True,0.68410526,1.38016819,2.57591131,-0.94665584,3.07186272,0.90000000,0.70000000,-0.60000000,0.80000000,-0.20000000,1.02000000,1.02000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-04-01,0.00000000,0.55000000,0.02000000,0.20000000,0.25000000,0.55000000,0.02000000,0.20000000,0.25000000,0.00149309,0.00005429,0.00054294,0.00067868,0.20100967,0.12295302,0.42603731,0.25000000,0.00000015,0.48320815,0.26686358,0.24992812,0.14070681,0.23102956,0.37828519,0.24997843,-0.06030286,0.10807654,-0.04775212,-0.00002157
2021-05-03,2021-04-30,factor_pit_unguarded_diagnostic_ext2026,9f5db4dfa7bdab37ca51c0b51f0f7aa3803ff4c7f057ba2882eb2f2a5bb681b1,pit,False,0.03412558,True,True,0.71414284,3.35818608,2.24470475,-0.98927689,4.15869954,0.90000000,-0.70000000,0.80000000,0.60000000,-0.50000000,8.41000000,8.41000000,1.00000000,1.00000000,0.00000000,non_trading_rebalance_date,rebalance_date_not_in_price_calendar,2021-04-01,,-2.09000000,-2.50000000,1.87000000,1.95000000,-2.09000000,-2.50000000,1.87000000,1.95000000,-0.00592285,-0.00708475,0.00529939,0.00552611,0.20087442,0.12287029,0.42625530,0.25000000,,,,,0.14070681,0.23102956,0.37828519,0.24997843,-0.06016760,0.10815927,-0.04797010,-0.00002157
2021-06-01,2021-05-31,factor_pit_unguarded_diagnostic_ext2026,ed45889e05648390e8752afc67526b6b9e982353b0586b33c4d46f70244f51b9,pit,False,0.06227431,True,True,0.66633325,3.86550412,2.03554438,-0.90497392,4.46145053,0.90000000,-0.40000000,0.50000000,0.80000000,-0.60000000,7.26000000,7.26000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-06-01,0.00000000,-1.67000000,-2.17000000,1.61000000,1.81000000,-1.67000000,-2.17000000,1.61000000,1.81000000,-0.00441578,-0.00573787,0.00425713,0.00478597,0.20044113,0.12293949,0.42661938,0.25000000,0.00000001,0.00000002,0.00000098,0.99999899,0.14030879,0.08605765,0.29863386,0.47499970,-0.06013234,-0.03688184,-0.12798552,0.22499970
2021-07-01,2021-06-30,factor_pit_unguarded_diagnostic_ext2026,a8483fd4dc0ce0a9a1a1c99fbff3c4e55691b0926c78cf2e5e76b61c12119b1d,pit,False,0.44179813,True,True,0.64342832,3.75162317,1.41028483,-1.15192486,4.17019311,0.90000000,-0.50000000,0.40000000,0.60000000,-0.70000000,7.19000000,7.19000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-07-01,0.00000000,-1.69000000,-2.18000000,1.61000000,1.71000000,-1.69000000,-2.18000000,1.61000000,1.71000000,-0.00431505,-0.00556617,0.00411079,0.00436612,0.20326413,0.12467989,0.42205598,0.25000000,0.00000010,0.00000030,0.00004599,0.99995361,0.14228492,0.08727601,0.29545299,0.47498608,-0.06097921,-0.03740388,-0.12660300,0.22498608
2021-08-02,2021-07-31,factor_pit_unguarded_diagnostic_ext2026,ac0fca6d1cf867c348b7e3e9fb2b170a62e0908f8825767acfd5c00254ad0f2d,pit,False,0.07386986,True,True,0.67527772,3.30244489,1.02470863,-0.85921319,3.56292259,0.90000000,0.50000000,-0.70000000,0.80000000,-0.30000000,1.19000000,1.19000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-08-02,0.00000000,0.37000000,-0.19000000,0.26000000,0.37000000,0.37000000,-0.19000000,0.26000000,0.37000000,0.00099148,-0.00050914,0.00069672,0.00099148,0.20318053,0.12461970,0.42219977,0.25000000,0.00000000,0.46996024,0.53003919,0.00000057,0.14222637,0.22822186,0.45455160,0.17500017,-0.06095416,0.10360216,0.03235182,-0.07499983
2021-09-01,2021-08-31,factor_pit_unguarded_diagnostic_ext2026,c006bf0acbee87b3dd6d3fd83bd1f723f055fe6aba3fd201a2e4b2347b9586f5,pit,False,0.02407182,True,True,0.60000000,2.92307346,1.12212301,-0.93235303,3.26692526,0.90000000,0.50000000,-0.40000000,0.70000000,0.30000000,0.92000000,0.92000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-09-01,0.00000000,0.52000000,0.13000000,0.16000000,0.11000000,0.52000000,0.13000000,0.16000000,0.11000000,0.00123810,0.00030952,0.00038095,0.00026190,0.20458965,0.12549295,0.41991740,0.25000000,0.13088921,0.49556098,0.37354976,0.00000004,0.18247952,0.23651336,0.40600711,0.17500001,-0.02211013,0.11102041,-0.01391029,-0.07499999
2021-10-01,2021-09-30,factor_pit_unguarded_diagnostic_ext2026,fb8682444ae0b64191ea76ff182c244253c8edb4753c0ec403f058d4cc44715d,pit,False,0.48361196,True,True,0.71414284,2.84305380,1.41978928,-0.95737385,3.31893374,0.90000000,-0.70000000,0.80000000,0.60000000,-0.50000000,8.41000000,8.41000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-10-01,0.00000000,-2.09000000,-2.50000000,1.87000000,1.95000000,-2.09000000,-2.50000000,1.87000000,1.95000000,-0.00592285,-0.00708475,0.00529939,0.00552611,0.20737718,0.12690228,0.41572054,0.25000000,0.00000012,0.00000154,0.00000328,0.99999505,0.14516406,0.08883206,0.29100536,0.47499851,-0.06221312,-0.03807022,-0.12471518,0.22499851
2021-11-01,2021-10-31,factor_pit_unguarded_diagnostic_ext2026,90aad2c4c63dc56de9405faacb8bdfeab16b34a675d6879c0e716ac20e54466b,pit,False,0.06777449,True,True,0.71414284,3.24195442,1.01054176,-0.92672973,3.51998453,0.90000000,-0.50000000,0.80000000,0.70000000,-0.60000000,8.23000000,8.23000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-11-01,0.00000000,-1.98000000,-2.43000000,1.85000000,1.97000000,-1.98000000,-2.43000000,1.85000000,1.97000000,-0.00561112,-0.00688638,0.00524272,0.00558278,0.20546485,0.12879630,0.41573885,0.25000000,0.00000008,0.00000038,0.00000188,0.99999765,0.14382542,0.09015752,0.29101776,0.47499930,-0.06163943,-0.03863877,-0.12472109,0.22499930
2021-12-01,2021-11-30,factor_pit_unguarded_diagnostic_ext2026,0cc43f32a086b79239cdeeac65125b6bbcff3a5620f92fafbb7a778ca6417af4,pit,False,0.66891962,True,True,0.57792733,3.34748187,0.65657205,-0.42115601,3.43716368,0.90000000,0.30000000,-0.40000000,0.60000000,-0.50000000,2.05000000,2.05000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2021-12-01,0.00000000,-0.13000000,-0.66000000,0.63000000,0.63000000,-0.13000000,-0.66000000,0.63000000,0.63000000,-0.00029814,-0.00151362,0.00144482,0.00144482,0.20651938,0.13023183,0.41324879,0.25000000,0.00000001,0.28604502,0.16522108,0.54873389,0.14456357,0.17697578,0.33884048,0.33962017,-0.06195581,0.04674396,-0.07440831,0.08962017
2022-01-03,2021-12-31,factor_pit_unguarded_diagnostic_ext2026,4004960fccdccff62450522600577fd1a836765c22f051801b27f97443448451,pit,False,0.14819213,True,True,0.62449980,3.17099498,0.39446102,-0.93416622,3.32918537,0.90000000,0.20000000,-0.70000000,0.60000000,-0.50000000,1.53000000,1.53000000,1.00000000,1.00000000,0.00000000,non_trading_rebalance_date,rebalance_date_not_in_price_calendar,2021-12-01,,0.01000000,-0.55000000,0.46000000,0.51000000,0.01000000,-0.55000000,0.46000000,0.51000000,0.00002478,-0.00136300,0.00113996,0.00126387,0.20710261,0.13262832,0.41026907,0.25000000,,,,,0.14456357,0.17697578,0.33884048,0.33962017,-0.06253904,0.04434746,-0.07142859,0.08962017
2022-02-01,2022-01-31,factor_pit_unguarded_diagnostic_ext2026,ade4659583cb4b588dfefec2cba8abaa00fa04bdc328cd7104c19586720b37af,pit,False,0.00294624,True,True,0.62449980,3.08425981,-0.01825156,-0.43154681,3.11435778,1.00000000,-0.50000000,-0.30000000,0.50000000,0.60000000,2.01000000,2.01000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2022-02-01,0.00000000,-0.35000000,-0.66000000,0.54000000,0.46000000,-0.35000000,-0.66000000,0.54000000,0.46000000,-0.00086736,-0.00163559,0.00133821,0.00113996,0.20536693,0.13331470,0.41131837,0.25000000,0.00000000,0.11986429,0.60656833,0.27356738,0.14375685,0.12927958,0.46989336,0.25707021,-0.06161008,-0.00403512,0.05857499,0.00707021
